id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
158754233,c8443b7f-527c-40ff-b4a1-b8a1ac48d2f0,2023-05-01 11:57:29,2023-05-01,2023-05-01 15:57:29 UTC,America/Grenada,5299344,sarab609,,2023-05-01 17:50:38 UTC,2024-10-09 14:20:59 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/158754233,https://inaturalist-open-data.s3.amazonaws.com/photos/274318811/medium.jpeg,,"",,3,0,false,2,"Saint Patrick, Grenada",12.2235944444,-61.6619805556,,,,,,,,false,gps,gps,,,Saint Patrick,Grenada,Saint Patrick,,Amaryllidoideae,Amaryllidoideae,amaryllis subfamily,Plantae,924654,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Amaryllidaceae,Amaryllidoideae,,,,,,,,,,
159241762,c903697e-ff07-4092-a128-396f4d5c37e4,2023-04-30 12:14:02,2023-04-30,2023-04-30 16:14:02 UTC,America/Grenada,5299344,sarab609,,2023-05-02 19:17:10 UTC,2023-12-19 06:36:46 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/159241762,https://inaturalist-open-data.s3.amazonaws.com/photos/275120149/medium.jpeg,,"",,1,0,true,2,"Saint Patrick, Grenada",12.1733944444,-61.6488083333,,,,,,,,false,gps,gps,,,Saint Patrick,Grenada,Saint Patrick,,Trimezia coerulea,Trimezia coerulea,,Plantae,977758,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Iridaceae,Iridoideae,,Trimezieae,,Trimezia,,Trimezia coerulea,,,,
159243045,69633149-f599-47c3-a446-7597531c3f7c,2023-04-25 10:41:27,2023-04-25,2023-04-25 14:41:27 UTC,America/Grenada,5299344,sarab609,,2023-05-02 19:21:19 UTC,2026-02-03 13:41:41 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/159243045,https://inaturalist-open-data.s3.amazonaws.com/photos/275122396/medium.jpeg,,"",,2,0,false,2,"Saint Andrew, Grenada",12.0929111111,-61.6818527778,,,,,,,,false,gps,gps,,,Saint Andrew,Grenada,Saint Andrew,,dicots,Magnoliopsida,Dicots,Plantae,47124,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,,,,,,,,,,,,,,,
159243193,bc56ba25-267b-4d2d-96c4-b6829221ac48,2023-04-25 10:41:21,2023-04-25,2023-04-25 14:41:21 UTC,America/Grenada,5299344,sarab609,,2023-05-02 19:22:10 UTC,2023-12-19 06:36:47 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/159243193,https://inaturalist-open-data.s3.amazonaws.com/photos/275122799/medium.jpeg,,"",,1,0,false,2,"Saint Andrew, Grenada",12.0929111111,-61.6818527778,,,,,,,,false,gps,gps,,,Saint Andrew,Grenada,Saint Andrew,,spikemosses,Selaginella,Spikemosses,Plantae,58771,Plantae,Tracheophyta,,,Lycopodiopsida,,,Selaginellales,,,Selaginellaceae,,,,,Selaginella,,,,,,
159244745,49ba2ff8-f778-41a7-b71e-7307fa620e9a,2023-04-25 10:36:27,2023-04-25,2023-04-25 14:36:27 UTC,America/Grenada,5299344,sarab609,,2023-05-02 19:27:56 UTC,2023-12-19 06:37:04 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/159244745,https://inaturalist-open-data.s3.amazonaws.com/photos/275125493/medium.jpeg,,"",,1,0,false,2,"Saint Andrew, Grenada",12.0925416667,-61.6831194444,,,,,,,,false,gps,gps,,,Saint Andrew,Grenada,Saint Andrew,,Marcgravia,Marcgravia umbellata,,Plantae,362361,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Marcgraviaceae,,,,,Marcgravia,,Marcgravia umbellata,,,,
162775873,42ded942-0b20-4c17-a23f-b068d980fd13,2023-05-11 19:25:34,2023-05-11,2023-05-12 02:25:34 UTC,Pacific Time (US & Canada),5299344,sarab609,,2023-05-20 23:32:40 UTC,2023-05-30 17:26:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/162775873,https://inaturalist-open-data.s3.amazonaws.com/photos/281479868/medium.jpeg,,"",,2,0,false,2,"Emerald Hills, CA 94062, USA",37.4690833333,-122.2741583333,,,,,,,,false,,,,San Mateo,California,United States,California,San Mateo,Feld-Klee,Trifolium campestre,hop trefoil,Plantae,57076,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Trifolieae,,Trifolium,,Trifolium campestre,,,,
170398801,07492791-2bfc-40ad-9b37-bb2b07b0f08c,2023-06-30 22:41:42,2023-06-30,2023-07-01 05:41:42 UTC,Pacific Time (US & Canada),5299344,sarab609,,2023-07-01 05:51:48 UTC,2023-07-01 18:59:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/170398801,https://inaturalist-open-data.s3.amazonaws.com/photos/295541492/medium.jpeg,,"",,2,0,false,2,"Sonora, CA 95370, USA",37.9877536999,-120.5057982292,6,,,,6,,,false,,,,Tuolumne,California,United States,California,Tuolumne,Sacred Datura,Datura wrightii,Sacred Datura,Plantae,58331,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Solanaceae,Solanoideae,,Datureae,,Datura,,Datura wrightii,,,,
171219471,7c33f409-4a14-4ff9-9638-19f8d039b52e,2023-07-03 19:48:11,2023-07-03,2023-07-04 02:48:11 UTC,Pacific Time (US & Canada),5299344,sarab609,,2023-07-05 15:28:23 UTC,2023-07-05 15:28:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/171219471,https://inaturalist-open-data.s3.amazonaws.com/photos/297083122/medium.jpeg,,"",,1,0,false,2,"Lee Vining, CA 93541, USA",38.010675103,-119.1458085179,1664,,,,1664,,open,false,gps,gps,,Mono,California,United States,California,Mono,Gadwall,Mareca strepera,Gadwall,Aves,558439,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,Mareca,,Mareca strepera,,,,
172635889,aab4a82d-6dc9-46fe-8ab7-d9a4ee634fa0,2023-07-12 18:39:00,2023-07-12,2023-07-13 01:39:00 UTC,Pacific Time (US & Canada),5299344,sarab609,,2023-07-13 06:41:30 UTC,2023-10-10 23:20:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/172635889,https://inaturalist-open-data.s3.amazonaws.com/photos/299716687/medium.jpeg,,"",,1,0,false,2,"Redwood City, CA 94063, USA",37.5084561497,-122.2194259241,156,,,,156,,open,false,gps,gps,,San Mateo,California,United States,California,San Mateo,Northern Pintail,Anas acuta,Northern Pintail,Aves,6933,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,Anas,,Anas acuta,,,,
173359861,2eb25f68-9293-44e4-9ec2-fb78d82ead6b,2023-07-16 10:14:21,2023-07-16,2023-07-16 17:14:21 UTC,Pacific Time (US & Canada),5299344,sarab609,,2023-07-17 04:47:17 UTC,2023-07-17 04:47:55 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/173359861,https://inaturalist-open-data.s3.amazonaws.com/photos/301054609/medium.jpeg,,"",,0,0,false,2,"South Lake Tahoe, CA 96150, USA",38.9277333333,-120.1286055556,,,,,,,,false,gps,gps,,El Dorado,California,United States,California,El Dorado,beardtongues,Penstemon,beardtongues,Plantae,48367,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Cheloneae,,Penstemon,,,,,,
173359889,2b2a58c8-d7dd-43a2-92c4-632a42fc9022,2023-07-16 10:35:43,2023-07-16,2023-07-16 17:35:43 UTC,Pacific Time (US & Canada),5299344,sarab609,,2023-07-17 04:47:36 UTC,2023-07-17 17:21:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/173359889,https://inaturalist-open-data.s3.amazonaws.com/photos/301054668/medium.jpeg,,"",,1,0,false,2,"South Lake Tahoe, CA 96150, USA",38.9301388889,-120.1241555556,,,,,,,,false,gps,gps,,El Dorado,California,United States,California,El Dorado,thimbleberry,Rubus parviflorus,thimbleberry,Plantae,51646,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,,Rubeae,,Rubus,,Rubus parviflorus,,,,
173360000,16a1c9d3-0acc-4d4e-b4c8-5c76531ef719,2023-07-16 10:12:37,2023-07-16,2023-07-16 17:12:37 UTC,Pacific Time (US & Canada),5299344,sarab609,,2023-07-17 04:48:34 UTC,2023-08-24 00:27:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/173360000,https://inaturalist-open-data.s3.amazonaws.com/photos/301054840/medium.jpeg,,"",,1,0,false,2,"South Lake Tahoe, CA 96150, USA",38.9264083333,-120.1355111111,,,,,,,,false,gps,gps,,El Dorado,California,United States,California,El Dorado,Dusky Onion,Allium campanulatum,Dusky Onion,Plantae,75340,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Amaryllidaceae,Allioideae,,Allieae,,Allium,,Allium campanulatum,,,,
174586644,9ae8408a-a688-44f6-b0a7-714056ece920,2023-07-23 16:44:37,2023-07-23,2023-07-23 23:44:37 UTC,Pacific Time (US & Canada),5299344,sarab609,,2023-07-23 23:47:09 UTC,2023-08-02 19:14:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/174586644,https://inaturalist-open-data.s3.amazonaws.com/photos/303321040/medium.jpeg,,"","In a flock of red winged blackbirds and Brewer's blackbirds, was unique with orange-yellow markings on head",2,0,false,2,"Strawberry Hill, Golden Gate Park, San Francisco, CA 94118, USA",37.7692944553,-122.4749787524,64,,,,64,,open,false,gps,gps,,San Francisco,California,United States,California,San Francisco,Red-winged Blackbird,Agelaius phoeniceus,Red-winged Blackbird,Aves,9744,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Icteridae,,,,,Agelaius,,Agelaius phoeniceus,,,,
174586798,75a218a4-165f-4b9d-abd2-cce2d6c0d0ec,2023-07-23 15:10:53,2023-07-23,2023-07-23 22:10:53 UTC,Pacific Time (US & Canada),5299344,sarab609,,2023-07-23 23:48:01 UTC,2023-07-24 15:06:20 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/174586798,https://inaturalist-open-data.s3.amazonaws.com/photos/303321278/medium.jpeg,,"",,1,0,true,2,"Stow Lake Boathouse, San Francisco, CA 94118, USA",37.7705611111,-122.4770222222,,,,,,,,false,gps,gps,,San Francisco,California,United States,California,San Francisco,Himalayan balsam,Impatiens glandulifera,Himalayan balsam,Plantae,47892,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Balsaminaceae,,,,,Impatiens,,Impatiens glandulifera,,,,
175399483,042b8e6e-fd7c-4762-af56-215052da6ace,2023-07-27 20:23:53,2023-07-27,2023-07-28 03:23:53 UTC,Pacific Time (US & Canada),5299344,sarab609,,2023-07-28 17:13:08 UTC,2025-05-30 02:51:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/175399483,https://inaturalist-open-data.s3.amazonaws.com/photos/304822213/medium.jpeg,,"",,1,0,false,2,"Emerald Hills, CA 94062, USA",37.4730472222,-122.2782833333,,,,,,,,false,gps,gps,,San Mateo,California,United States,California,San Mateo,Common Madia,Madia elegans,Common Madia,Plantae,56974,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Madieae,,Madia,,Madia elegans,,,,
192028067,44b4cc9b-7f89-475d-91c4-37f2217546ea,2023-11-24 11:47:00,2023-11-24,2023-11-24 19:47:00 UTC,Pacific Time (US & Canada),5299344,sarab609,,2023-11-25 04:56:18 UTC,2023-11-25 06:01:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/192028067,https://inaturalist-open-data.s3.amazonaws.com/photos/337019060/medium.jpeg,,"",,3,1,false,2,"FL RIVER MLS, CA 96028, USA",41.0967920915,-121.4878316224,501,,,,501,,open,false,gps,gps,,Shasta,California,United States,California,Shasta,Red-shouldered Hawk,Buteo lineatus,Red-shouldered Hawk,Aves,5206,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,Buteoninae,,,,Buteo,,Buteo lineatus,,,,
200245406,f8c29f8b-5aea-4039-9d5f-6538dcc0e91d,2024-02-24 11:06:19,2024-02-24,2024-02-24 04:06:19 UTC,Asia/Phnom_Penh,5299344,sarab609,,2024-02-24 04:09:32 UTC,2024-04-20 07:22:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/200245406,https://inaturalist-open-data.s3.amazonaws.com/photos/353259801/medium.jpeg,,"",,1,0,false,2,"Sangkat Chakto Mukh, Phnom Penh, Cambodia",11.5566066869,104.9257636243,16,,,,16,,open,false,,,,Phnom Penh,Phnom Penh,Cambodia,Phnom Penh,Phnom Penh,Golden shower tree,Cassia fistula,Golden Shower Tree,Plantae,68679,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Caesalpinioideae,,Cassieae,Cassiinae,Cassia,,Cassia fistula,,,,
229118905,cb77b74c-a350-4e11-939e-ef50e0036b85,2024-04-06 13:23:41,2024-04-06,2024-04-06 20:23:41 UTC,Pacific Time (US & Canada),5299344,sarab609,,2024-07-13 21:18:05 UTC,2024-07-14 13:56:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/229118905,https://inaturalist-open-data.s3.amazonaws.com/photos/406667661/medium.jpeg,,"",,2,0,false,2,"Clayton, CA 94517, USA",37.89855,-121.9115694444,,,,,,,,false,,,,Contra Costa,California,United States,California,Contra Costa,Red larkspur,Delphinium nudicaule,Red larkspur,Plantae,50642,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Delphinieae,,Delphinium,,Delphinium nudicaule,,,,
229118931,39d229d6-9c6d-4b82-bf4d-4454bf714a00,2024-07-13 14:17:05,2024-07-13,2024-07-13 21:17:05 UTC,Pacific Time (US & Canada),5299344,sarab609,,2024-07-13 21:18:13 UTC,2025-12-19 04:34:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/229118931,https://inaturalist-open-data.s3.amazonaws.com/photos/406667730/medium.jpeg,,"",,1,0,false,2,"Dogpatch, San Francisco, CA 94107, USA",37.76015,-122.3902472222,,,,,,,,false,gps,gps,,San Francisco,California,United States,California,San Francisco,False Black Widow,Steatoda grossa,False Black Widow,Arachnida,61997,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Theridiidae,Latrodectinae,,,,Steatoda,,Steatoda grossa,,,,
233651326,db85aa4f-88c7-4101-8a26-47f64376b025,2024-07-15 22:06:55,2024-07-15,2024-07-16 05:06:55 UTC,Pacific Time (US & Canada),5299344,sarab609,,2024-08-04 05:57:44 UTC,2025-12-19 04:32:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/233651326,https://inaturalist-open-data.s3.amazonaws.com/photos/415267250/medium.jpeg,,"",,2,0,false,2,"Dogpatch, San Francisco, CA 94107, USA",37.760225,-122.3902277778,,,,,,,,false,,,,San Francisco,California,United States,California,San Francisco,False Black Widow,Steatoda grossa,False Black Widow,Arachnida,61997,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Theridiidae,Latrodectinae,,,,Steatoda,,Steatoda grossa,,,,
233651376,bd183fa7-5b04-4972-88a7-1651e0539cde,2024-08-01 17:19:15,2024-08-01,2024-08-02 00:19:15 UTC,Pacific Time (US & Canada),5299344,sarab609,,2024-08-04 05:58:31 UTC,2024-08-28 01:46:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/233651376,https://inaturalist-open-data.s3.amazonaws.com/photos/415267384/medium.jpeg,,"",,1,0,false,2,"Tulare County, CA, USA",36.6356444444,-118.650625,,,,,,,,false,gps,gps,,Tulare,California,United States,California,Tulare,Alpine Gentian,Gentiana newberryi,Alpine Gentian,Plantae,56349,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Gentianaceae,,,Gentianeae,Gentianinae,Gentiana,,Gentiana newberryi,,,,
234639108,340f6027-1514-4199-b0d7-b79d3bf93f1f,2024-08-08 12:29:08,2024-08-08,2024-08-08 19:29:08 UTC,Pacific Time (US & Canada),5299344,sarab609,,2024-08-09 04:17:11 UTC,2024-08-16 03:00:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/234639108,https://inaturalist-open-data.s3.amazonaws.com/photos/417166073/medium.jpeg,,"",,1,0,false,2,"Pinecrest, CA 95364, USA",38.1953583333,-119.9904444444,,,,,,,open,false,gps,gps,,Tuolumne,California,United States,California,Tuolumne,Western Fence Lizard,Sceloporus occidentalis,Western Fence Lizard,Reptilia,36204,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Sauria,,Phrynosomatidae,Sceloporinae,,,,Sceloporus,,Sceloporus occidentalis,,,,
236022046,416c4718-259b-4983-a504-13e2f46079db,2024-08-12 19:51:57,2024-08-12,2024-08-13 00:51:57 UTC,Central Time (US & Canada),5299344,sarab609,,2024-08-16 03:00:50 UTC,2024-08-16 08:02:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/236022046,https://inaturalist-open-data.s3.amazonaws.com/photos/419841036/medium.jpeg,,"",,2,0,false,2,"Turner County, US-SD, US",43.2650444444,-97.3568222222,,,,,,,,false,,,,Turner,South Dakota,United States,South Dakota,Turner,Yellow Garden Spider,Argiope aurantia,Yellow Garden Spider,Arachnida,67707,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Araneidae,Argiopinae,,,,Argiope,,Argiope aurantia,,,,
